date,province,health_zone,total_p,total_c,new_s,total_s,total_d,total_dc,total_cure,total_vacc
20181119,North-Kivu,Biena,,,,,,,,
20181120,North-Kivu,Biena,,,,,,,,
20181121,North-Kivu,Biena,,,,,,,,
20181122,North-Kivu,Biena,,,,,,,,
20181123,North-Kivu,Biena,,,,,,,,
20181124,North-Kivu,Biena,,,,,,,,
20181125,North-Kivu,Biena,,,,,,,,
20181126,North-Kivu,Biena,,,,,,,,
20181127,North-Kivu,Biena,,,,,,,,
20181128,North-Kivu,Biena,,,,,,,,
20181129,North-Kivu,Biena,,,,,,,,
20181130,North-Kivu,Biena,,,,,,,,
20181201,North-Kivu,Biena,,,,,,,,
20181202,North-Kivu,Biena,,,,,,,,
20181203,North-Kivu,Biena,,,,,,,,
20181204,North-Kivu,Biena,,,,,,,,
20181205,North-Kivu,Biena,,,,,,,,
20181206,North-Kivu,Biena,,,,,,,,
20181207,North-Kivu,Biena,,,,,,,,
20181208,North-Kivu,Biena,,,,,,,,
20181209,North-Kivu,Biena,,,,,,,,
20181210,North-Kivu,Biena,,,,,,,,
20181211,North-Kivu,Biena,,,,,,,,
20181212,North-Kivu,Biena,0,1,0,0,0,0,,
20181213,North-Kivu,Biena,0,1,0,0,0,0,,40
20181214,North-Kivu,Biena,0,1,0,0,0,0,,70
20181215,North-Kivu,Biena,0,1,0,0,0,0,,70
