date,province,health_zone,total_p,total_c,new_s,total_s,total_d,total_dc,total_cure,total_vacc
20180912,North-Kivu,Butembo,2,4,4,4,3,1,1,544
20180913,North-Kivu,Butembo,2,4,5,5,3,1,1,594
20180914,North-Kivu,Butembo,2,4,3,3,3,1,1,
20180915,North-Kivu,Butembo,2,5,1,1,3,1,1,
20180916,North-Kivu,Butembo,2,5,1,1,3,1,1,624
20180917,North-Kivu,Butembo,2,5,0,0,3,1,1,
20180918,North-Kivu,Butembo,2,5,5,5,3,1,1,754
20180919,North-Kivu,Butembo,2,6,2,2,3,1,1,814
20180920,North-Kivu,Butembo,2,6,2,2,3,1,1,844
20180921,North-Kivu,Butembo,2,6,2,2,3,1,1,734
20180922,North-Kivu,Butembo,2,6,2,2,4,2,1,834
20180923,North-Kivu,Butembo,2,6,1,1,4,2,1,884
20180924,North-Kivu,Butembo,2,6,3,3,4,2,1,884
20180925,North-Kivu,Butembo,2,6,3,3,4,2,1,884
20180926,North-Kivu,Butembo,2,6,2,2,4,2,1,884
20180927,North-Kivu,Butembo,2,6,1,1,4,2,3,884
20180928,North-Kivu,Butembo,2,7,2,2,4,2,3,944
20180929,North-Kivu,Butembo,2,7,1,1,4,2,3,944
20180930,North-Kivu,Butembo,2,7,2,2,4,2,3,944
20181001,North-Kivu,Butembo,2,7,6,6,5,3,3,944
20181002,North-Kivu,Butembo,2,7,0,0,5,3,3,944
20181003,North-Kivu,Butembo,2,7,2,2,5,3,3,1014
20181004,North-Kivu,Butembo,2,8,1,1,5,3,4,1060
20181005,North-Kivu,Butembo,2,8,0,0,6,4,4,1060
20181006,North-Kivu,Butembo,2,9,1,1,6,4,4,1100
20181007,North-Kivu,Butembo,2,11,0,0,7,5,4,1100
20181008,North-Kivu,Butembo,2,11,2,2,7,5,4,1100
20181009,North-Kivu,Butembo,2,11,1,1,7,5,4,1085
20181010,North-Kivu,Butembo,2,11,1,1,7,5,4,1085
20181011,North-Kivu,Butembo,2,11,1,1,7,5,4,1085
20181012,North-Kivu,Butembo,2,11,,,7,5,4,1085
20181013,North-Kivu,Butembo,2,12,1,1,8,6,4,1085
20181014,North-Kivu,Butembo,2,12,3,3,8,6,4,1085
20181015,North-Kivu,Butembo,2,13,3,3,8,6,4,1085
20181016,North-Kivu,Butembo,2,14,4,4,8,6,4,1085
20181017,North-Kivu,Butembo,2,14,10,10,8,6,4,1085
20181018,North-Kivu,Butembo,2,14,7,7,8,6,4,1085
20181019,North-Kivu,Butembo,2,16,6,6,9,7,5,1085
20181020,North-Kivu,Butembo,2,16,4,4,9,7,5,1085
20181021,North-Kivu,Butembo,2,16,2,2,9,7,5,1145
20181022,North-Kivu,Butembo,2,16,9,9,9,7,5,1145
20181023,North-Kivu,Butembo,2,17,8,8,9,7,7,1145
20181024,North-Kivu,Butembo,2,18,7,7,10,8,8,1195
20181025,North-Kivu,Butembo,2,18,8,8,11,9,8,1195
20181026,North-Kivu,Butembo,2,20,12,12,12,10,8,1195
20181027,North-Kivu,Butembo,2,21,9,9,13,11,8,1235
20181028,North-Kivu,Butembo,2,24,3,3,14,12,10,1295
20181029,North-Kivu,Butembo,2,24,6,6,14,12,10,1295
20181030,North-Kivu,Butembo,2,24,8,8,15,13,11,1355
20181031,North-Kivu,Butembo,2,26,4,4,15,13,11,1355
20181101,North-Kivu,Butembo,2,26,2,2,16,14,11,1355
20181102,North-Kivu,Butembo,2,29,7,7,17,15,11,1355
20181103,North-Kivu,Butembo,2,30,4,4,18,16,11,1355
20181104,North-Kivu,Butembo,2,30,7,7,18,16,11,1435
20181105,North-Kivu,Butembo,2,31,15,15,19,17,11,1435
20181106,North-Kivu,Butembo,2,31,1,1,20,18,11,
20181107,North-Kivu,Butembo,2,32,4,4,20,18,11,1385
20181108,North-Kivu,Butembo,2,34,9,9,22,20,12,1385
20181109,North-Kivu,Butembo,2,34,3,3,22,20,13,1435
20181110,North-Kivu,Butembo,2,34,6,6,24,22,,1435
20181111,North-Kivu,Butembo,3,22,4,4,26,23,,1435
20181112,North-Kivu,Butembo,0,10,2,2,,,,1435
20181113,North-Kivu,Butembo,0,10,10,10,,,,1485
20181114,North-Kivu,Butembo,0,11,6,6,,,,1565
20181115,North-Kivu,Butembo,0,11,3,3,6,6,,1615
20181116,North-Kivu,Butembo,0,10,5,5,6,6,,1615
20181117,North-Kivu,Butembo,0,10,7,7,6,6,,1645
20181118,North-Kivu,Butembo,0,11,2,2,7,7,,1715
20181119,North-Kivu,Butembo,0,11,10,10,7,7,,1765
20181120,North-Kivu,Butembo,0,11,3,3,7,7,,1820
20181121,North-Kivu,Butembo,0,11,10,10,9,9,,1990
20181122,North-Kivu,Butembo,0,11,11,11,10,10,,2090
20181123,North-Kivu,Butembo,0,12,4,4,12,12,,2240
20181124,North-Kivu,Butembo,0,14,9,9,14,14,,2390
20181125,North-Kivu,Butembo,0,17,16,16,15,15,,2460
20181126,North-Kivu,Butembo,0,17,6,6,15,15,,2630
20181127,North-Kivu,Butembo,0,17,3,3,15,15,,2790
20181128,North-Kivu,Butembo,0,17,19,19,16,16,,2980
20181129,North-Kivu,Butembo,0,17,10,10,16,16,,3130
20181130,North-Kivu,Butembo,0,17,9,9,17,17,,3240
20181201,North-Kivu,Butembo,0,18,10,10,19,19,,3356
20181202,North-Kivu,Butembo,0,18,8,8,20,20,,3367
